"_id" "atleta_id" "rodada_id" "nome" "posicao" "jogou" "pontos_num" "media_num" "preco_num" "variacao_num" "jogos_num" "mando" "adversario" "mando_fut" "adversario_fut" "pontos_fut" "variacao_fut" "vai_jogar"
"100" "57ad288704de860594d2e95e" 42213 15 "Fernando Bob" "meia" TRUE 2.1 1.14 9.63 0.83 11 TRUE "int" FALSE "pon" -3.5 -1.22 TRUE
"101" "57ad288704de860594d2e9c2" 38140 15 "Fernando Prass" "goleiro" TRUE 5 2.97 14.83 1.36 15 FALSE "int" TRUE "pal" 0 0 FALSE
"102" "57ad288704de860594d2e9e3" 77868 15 "Filipe Machado" "zagueiro" TRUE -3.7 -3.7 3.2 -1.8 1 FALSE "fig" TRUE "cha" 1.7 0.8 TRUE
"103" "57ad288704de860594d2ea31" 38162 15 "Fred" "atacante" TRUE -0.2 4.11 18.51 -0.38 14 TRUE "cam" FALSE "pal" -0.4 -0.45 TRUE
"104" "57ad288704de860594d2ea46" 72490 15 "Fred" "zagueiro" TRUE 2.3 3.49 12.63 0.11 9 FALSE "spt" TRUE "gre" 0 0 FALSE
"105" "57ad288704de860594d2ea82" 89154 15 "Gabriel Jesus" "atacante" TRUE 2.4 8.3 29.77 -1.66 14 FALSE "int" TRUE "pal" 0 0 FALSE
"106" "57ad288704de860594d2eae6" 83257 15 "Gabriel" "atacante" TRUE 7.4 5.24 11.62 0.17 10 TRUE "san" FALSE "vit" 0 0 FALSE
"107" "57ad288704de860594d2eb97" 61188 15 "Gilberto" "atacante" TRUE 0.5 0.5 7.5 -1.5 1 FALSE "cor" FALSE "gre" 1.5 -0.25 TRUE
"108" "57ad288704de860594d2ebb0" 52674 15 "Gilson" "lateral" TRUE -3.3 0.42 1.27 -0.81 5 TRUE "ame" FALSE "fla" 0.1 0.48 TRUE
"109" "57ad288704de860594d2ebc4" 63014 15 "Gil" "meia" TRUE -2.4 1.44 5.31 -0.87 8 FALSE "fig" TRUE "cha" 0 0 FALSE
"110" "57ad288704de860594d2ebd8" 87482 15 "Gimenez" "lateral" TRUE 0.9 1.15 4.35 -0.03 13 FALSE "fig" TRUE "cha" -0.3 -0.29 TRUE
"111" "57ad288704de860594d2ebec" 68938 15 "Giovanni Augusto" "meia" TRUE 3.3 2.35 6.65 0.46 14 TRUE "cor" TRUE "cor" 1.7 -0.3 TRUE
"112" "57ad288704de860594d2ec28" 92085 15 "Giovanny" "meia" TRUE 1.9 1.33 3.03 0.23 6 TRUE "cap" TRUE "cap" 0 -0.35 TRUE
"113" "57ad288704de860594d2ec4a" 83255 15 "Giva" "atacante" TRUE 0 -0.4 3.08 0.1 2 FALSE "san" TRUE "pon" 0 0 FALSE
"114" "57ad288704de860594d2ec72" 38230 15 "Grafite" "atacante" TRUE -0.8 4.44 21.36 -0.08 13 FALSE "ame" TRUE "scz" 0 0 FALSE
"115" "57ad288704de860594d2ed12" 50294 15 "Guilherme" "meia" TRUE 1.4 2.8 13.21 0.15 15 TRUE "cor" TRUE "cor" -0.6 -0.61 TRUE
"116" "57ad288704de860594d2ed2f" 68887 15 "Gum" "zagueiro" TRUE 7.3 3.96 15.46 0.97 14 TRUE "flu" FALSE "cap" -5.3 -2.48 TRUE
"117" "57ad288704de860594d2ed43" 89815 15 "Gustavo Ferrareis" "meia" TRUE 2.8 0.76 3.23 1.05 13 TRUE "int" FALSE "pon" -0.4 -0.57 TRUE
"118" "57ad288704de860594d2ed57" 78248 15 "Gustavo Henrique" "zagueiro" TRUE 2 2.9 5.29 0.2 13 TRUE "san" FALSE "vit" -1 -0.61 TRUE
"119" "57ad288704de860594d2edd9" 68773 15 "Henrique Almeida" "atacante" TRUE 0 1 3.45 -0.75 3 FALSE "spt" TRUE "gre" 0 -0.07 TRUE
"120" "57ad288704de860594d2ee1c" 37694 15 "Henrique" "meia" TRUE 5.3 3.87 10.07 0.92 14 FALSE "flu" TRUE "cru" 6.2 0.24 TRUE
"121" "57ad288704de860594d2ee30" 50856 15 "Henrique" "zagueiro" TRUE 5.2 3.85 11.71 0.19 15 TRUE "flu" FALSE "cap" -2.9 -1.6 TRUE
"122" "57ad288704de860594d2ee44" 74078 15 "Hernani" "meia" TRUE -3.2 1.73 1.81 -0.29 10 TRUE "cap" TRUE "cap" 8.4 2.12 TRUE
"123" "57ad288704de860594d2ee72" 50324 15 "Hudson" "meia" TRUE 9.3 3.92 6.89 0.9 4 FALSE "cor" FALSE "gre" 0 0 FALSE
"124" "57ad288704de860594d2ef1c" 81951 15 "Igor Julião" "lateral" TRUE 5.5 5.5 2.74 0.74 1 TRUE "flu" FALSE "cap" 0 0 FALSE
"125" "57ad288704de860594d2eff2" 80129 15 "Jadson" "meia" TRUE -0.3 -0.15 2.31 -0.63 2 FALSE "ame" TRUE "scz" 0 0 FALSE
"126" "57ad288704de860594d2f01a" 90290 15 "Jailson" "meia" TRUE -2.4 3.13 3.05 -0.98 9 FALSE "spt" TRUE "gre" 3.4 0.97 TRUE
"127" "57ad288704de860594d2f063" 62047 15 "Jean" "meia" TRUE 2.8 3.56 10.7 0.7 13 FALSE "int" TRUE "pal" 5.7 0.49 TRUE
"128" "57ad288704de860594d2f0b8" 81950 15 "Jefferson" "meia" TRUE 0.7 2.28 5.84 0.2 5 TRUE "fig" FALSE "cor" 0.9 -0.05 TRUE
"129" "57ad288704de860594d2f0df" 69010 15 "João Carlos" "goleiro" TRUE -6 0.99 6.59 -1.35 15 FALSE "san" TRUE "pon" -4 -0.05 TRUE
"130" "57ad288704de860594d2f104" 56102 15 "João Paulo" "meia" TRUE 3.5 1.78 6.46 0.33 14 FALSE "cam" FALSE "scz" 5.6 0.46 TRUE
"131" "57ad288704de860594d2f118" 72168 15 "João Paulo" "meia" TRUE 4.7 3.5 8.1 0.72 13 FALSE "ame" TRUE "scz" -0.8 -1.03 TRUE
"132" "57ad288704de860594d2f169" 81881 15 "João Ricardo" "goleiro" TRUE 6 1.07 6.4 1.24 15 TRUE "ame" FALSE "fla" -1.6 -1.35 TRUE
"133" "57ad288704de860594d2f1a5" 80330 15 "Jocinei" "meia" TRUE 2.4 3.14 8.02 -0.49 9 TRUE "fig" FALSE "cor" 0 0 FALSE
"134" "57ad288704de860594d2f231" 37662 15 "Jonathan" "lateral" TRUE 4.6 2.9 9.26 0.28 11 TRUE "flu" FALSE "cap" 0 0 FALSE
"135" "57ad288704de860594d2f26c" 88065 15 "Jorge" "lateral" TRUE 9.4 5.87 21.08 0.15 15 FALSE "bot" TRUE "fla" 0 0 FALSE
"136" "57ad288704de860594d2f294" 68951 15 "Josimar" "meia" TRUE 5.4 2.02 6.82 0.79 13 FALSE "fig" TRUE "cha" 4.5 -0.05 TRUE
"137" "57ad288704de860594d2f2bc" 36540 15 "Juan" "zagueiro" TRUE 1.1 3.05 11.32 -1.63 4 FALSE "bot" TRUE "fla" 3.5 0.28 TRUE
"138" "57ad288704de860594d2f2d0" 37705 15 "Juan" "meia" TRUE 0.8 4.8 15.7 -0.21 12 FALSE "cam" FALSE "scz" 0 0 FALSE
"139" "57ad288704de860594d2f30b" 82381 15 "Juninho" "meia" TRUE 3.9 3.58 6.04 0.83 10 TRUE "ame" FALSE "fla" 8.6 1.01 TRUE
"140" "57ad288704de860594d2f325" 92182 15 "Juninho" "zagueiro" TRUE -1.5 4.91 14.45 -1.71 14 FALSE "cam" FALSE "scz" 5.7 1.05 TRUE
"141" "57ad288704de860594d2f3dc" 91519 15 "Kazim" "atacante" TRUE -0.1 1.2 5.73 0.15 4 FALSE "cam" FALSE "scz" 8 1.6 TRUE
"142" "57ad288704de860594d2f418" 62056 15 "Kempes" "atacante" TRUE -2.6 1.75 3.56 -0.66 6 FALSE "fig" TRUE "cha" -0.6 0.19 TRUE
"143" "57ad288704de860594d2f42c" 86485 15 "Keno" "atacante" TRUE -0.5 5.14 20.62 -1.48 13 FALSE "ame" TRUE "scz" 1.1 -0.16 TRUE
"144" "57ad288704de860594d2f440" 68930 15 "Kieza" "atacante" TRUE -2.4 3.02 15.31 -0.09 14 FALSE "cap" TRUE "vit" 4.7 0.96 TRUE
"145" "57ad288704de860594d2f454" 40179 15 "Kleber" "atacante" TRUE 6.6 3.35 17.19 1.57 14 FALSE "cam" FALSE "scz" 8.6 0.35 TRUE
"146" "57ad288704de860594d2f4f0" 38822 15 "Leandro Guerreiro" "meia" TRUE 1.3 1.5 3.74 0.24 14 TRUE "ame" FALSE "fla" 3.6 0.44 TRUE
"147" "57ad288704de860594d2f4fa" 78968 15 "Leandro Pereira" "atacante" TRUE 0 1.1 6.52 -0.44 2 FALSE "int" TRUE "pal" 0 0 FALSE
"148" "57ad288704de860594d2f522" 73085 15 "Leandro" "atacante" TRUE -0.3 1.03 6.59 -0.03 12 FALSE "cam" FALSE "scz" 0 0 FALSE
"149" "57ad288704de860594d2f59a" 37701 15 "Léo Moura" "lateral" TRUE 12.5 3.41 9.55 2.11 11 FALSE "ame" TRUE "scz" 1.1 -1.85 TRUE
"150" "57ad288704de860594d2f5f3" 68925 15 "Leonardo Silva" "zagueiro" TRUE -1.4 2.55 17.14 -0.84 9 TRUE "cam" FALSE "pal" 7.9 1.4 TRUE
"151" "57ad288704de860594d2f628" 69177 15 "Léo" "lateral" TRUE 0.7 3.48 3.77 -0.34 11 TRUE "cap" TRUE "cap" 6.6 1.13 TRUE
"152" "57ad288704de860594d2f664" 40025 15 "Levir Culpi" "tecnico" TRUE 5.65 3.57 13 0.66 15 TRUE "flu" FALSE "cap" 0.56 -1.01 TRUE
